id,city,city_aka,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,channel
134,Nashville,[],TN,United States,USA,North America,36.1622767,-86.7742984,187.981,689447,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[XvNDk_OagW4,PXrNbwkamiE,mdUo0xmDJ94,1DvQaCsMEjk,3HVvblpY87E,jjp3W9S1LUg,pzVk1yOJJls,Cy5bULf-Auw,YHcwBPD0jkY,-vNdcTPpof0,G25PXvtj05o,d3LVUd12IP0,Er5fXjx4VZg,hfD4TbzEB6g,FsT0fGgxF6k,hv3r5t8m8EE,4JzwTL809NI,cr5Rs801QjE]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[25],[25],[0],[53],[330],[30],[30],[26],[7],[5],[5],[5],[0],[17],[20],[16],[81],[0]]","[[2447],[2130],[767],[2045],[3283],[2194],[2270],[391],[699],[1082],[569],[3957],[1418],[2159],[2060],[2303],[2173],[2544]]","[0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0]","[11022023,13012023,21082016,28032023,1112025,25042023,14012023,31122024,22042023,26122020,6122020,14112020,19062023,26042025,19042025,11042025,4042025,15122020]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UChcPPozD-LOPyLt3La41yCA,UCDJ4XPCLkorY1ngm8-B9hHA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UCNUsndmoH9CCloc4Y7ACLKA,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UCo9yDMRPdiVnJGjCwOOj5GQ]"
135,Oklahoma City,[],OK,United States,USA,North America,35.4729886,-97.5170536,94.742,681054,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[r_BZ_j6XE8I,IqnRi6_KNFE,FwQECZ9PVvE,CO0DyKBRSsI,1WqwX-i3PCw]","[[0],[0],[0],[0],[0]]","[[25],[30],[10],[17],[21]]","[[2256],[2164],[2329],[1949],[2223]]","[0,0,0,0,0]","[31012023,13052023,30092023,29072025,20072025]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCNUsndmoH9CCloc4Y7ACLKA,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw]"
136,Kansas City,[],KS,United States,USA,North America,39.1134562,-94.626497,169.501,475378,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[0f5U6WCiWEg,YZRJkuSXmI8,LUc66Io9Yic]","[[0],[0],[0]]","[[25],[25],[320]]","[[2515],[2420],[3077]]","[0,0,0]","[22122022,20122022,13062020]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCUPM1NlD0Vdv8XeVavhwRew]"
137,Sacramento,[],CA,United States,USA,North America,38.5810606,-121.493895,176.276,490712,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[Y8PTVLU5Vyk,SuEwmWpl2Ag,GAnb7WJ3zC4,uf650JXlIms,0t4EUyDts4U,oPRrFTDuI8M,fxpV7F5DpWE,amj-snK_rgs]","[[0],[0],[0],[0],[0],[0],[0],[0]]","[[25],[25],[85],[1750],[0],[0],[19],[95]]","[[2397],[2370],[1370],[1816],[222],[719],[2201],[2374]]","[0,0,0,0,0,0,0,0]","[6122022,10122022,17122023,29102022,24042025,16032021,18062025,7062025]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCX_uGzVgYJuo_iuYSBqEr4g,UCHVaQtoJ6s8hubJDYWTuEDA,UC0H-Sa4Ua_wWGYMmc6ITpRg,UCk0xpfrrpSZJF1qJtIun4hg,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw]"
138,Columbus,[],OH,United States,USA,North America,39.9622601,-83.0007065,169.123,905748,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[mDEgH6lN9Yk,_HVxRW-Tmt0,OMncunjvAIs,wDxidsJvSsk,RnXHq1lcgbI,9vLQ2S6jjyc,rt89HSdqjVo,4upwlOVNIjk,v6mrTTRHYtk]","[[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[25],[25],[25],[25],[71],[53],[13],[24],[0]]","[[1991],[1987],[1939],[1586],[4295],[2999],[4146],[4581],[1369]]","[0,0,0,0,0,0,0,0,0]","[1102022,17092022,10092022,4092022,1102021,18112024,22042024,8012022,12062019]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ]"
139,Atlanta,[],GA,United States,USA,North America,33.7489924,-84.3902644,525.888,463878,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[mnARGT8rnXU,KrK1oDuQobM,brHOrwiF-y4,G7--akWeIEw,4tj9t_g1pHo,xbqsvhcyu_Y,LenjZn0y1Rg,fGJhH0P-izs,K6j9ktMBNBA,SeEviFlk9_o,QT5jGlPzJD4,4C32vhqeQe0,KZXMtYmP7s0,8VbcVOKlzZo,JYURpspwHNI,vILMVUtHdII,XE16CupQvC8,XiIXvufq25g,tsUx5WklE1U,OPAeV8esiFc,45cge2BBaFw,tCVCFqWhLDU,mjiTmpgt-Zs,KepOaUMfwqE,9lLMWPsz_Pk,KKRBTWWHj54,Ug58SsPdrSo,aATgQLLq_48,qnyjxoWaPLU,YHwifwou4Yw,2MGaEBExKRk]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[0,0],[0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[1],[0],[0]]","[[25],[25],[25],[43],[670],[216],[0],[0],[0],[120],[40],[0],[0],[18],[0],[17,1495],[40],[35],[0],[35],[400],[0],[16],[11],[102],[52],[0],[8],[0],[0],[0]]","[[2530],[2710],[3131],[3423],[3428],[3879],[843],[1020],[3200],[1824],[1835],[2255],[1531],[410],[3660],[215,5319],[3426],[3428],[1019],[3427],[1822],[3856],[1241],[1716],[3060],[3199],[2707],[1023],[1847],[440],[1069]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0]","[16042022,19042022,23042022,1082024,27072024,27052020,21092016,21092016,10082015,10112018,1122018,2122024,20052021,29012023,29062024,16022017,12122024,3102024,28032020,2082024,11122021,21102023,16012021,4012025,24102024,30062023,6062023,31052023,30012021,24082022,22082022]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCYM1moHMA5Gki3TPJVa2T0Q,UCYM1moHMA5Gki3TPJVa2T0Q,UCIRAXNBmX4fNS-TsH5_oWiA,UCCWC63_fLObjdnextgUjC7A,UCOmqossIgk3oiZEdgdIVyaw,UCtdDVpQFfBUPUZswByl3kJw,UCsr3RsvT2MU2gnV_zIiiFGw,UCskApmIabNdfIPVzlYysdKA,UCskApmIabNdfIPVzlYysdKA,UCQPt7Rr0fhB3yc4n3vNLyaA,UCZNM_fFJ2lxwCYyMgFk7n9Q,UCPpvjaWtb2f8S_-SwQmU0QA,UCDJ4XPCLkorY1ngm8-B9hHA,UChv3DmLA2hH-d93bGgqjMLg,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ,UCbn3IVjnCAxzqJdIZ1td8zg,UCbn3IVjnCAxzqJdIZ1td8zg]"
140,Dallas,[],TX,United States,USA,North America,32.7762719,-96.7968559,688.928,1300092,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[o7PEqqe9avE,XkguuPohDFg,h9K5CYwujhM,d6xXF0QY16E,mjUWMr8HtYY,_4VU5R-hgTk,IraXcDooC-8,i8uW798lBCE,ACbPx9wi_YI,nLVMIAmSxTA,_nK9pSe59G4,glJoN8XXUjA,mw8P2qdW_aA,kwD-cxMe49I,eewAXcJAVgY,I-0rbzrAo1o,1eNY7m1bQo8,LF1-6CeM2og,8oGktKaI7Fk,-adodScBFoY,_gc9WDRgOjA,I1lGgE_YZTs,9pqNypEAqBM,9vui5cP78zA,XZYO93iyLwM,W2i25qiO_eg,FGbTH-SfJCQ,sBDNvi26k1s,ZScDNYD9HIg,hrpaCebCOsM,Hk5WrGnq2p0,tnt_oliwN6E,K9Zar5XO8Ek,1RyiZ0O-wM0,0py6aWK2mnI,nOiLfHCjXzI]","[[0],[0],[0],[0],[1],[0],[0],[0],[0],[1],[0],[1],[0,1],[0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1,0,0],[1,0,0]]","[[25],[25],[25],[21],[28],[0],[0],[0],[0],[0],[12],[430],[28,550],[0],[30],[0],[0],[0],[58],[0],[6],[10],[11],[12],[8],[10],[10],[7],[10],[12],[0],[12],[10],[10],[0,465,987],[1,430,566]]","[[2727],[2727],[2425],[4231],[4561],[367],[2424],[394],[1923],[1508],[2560],[4632],[545,4564],[2427],[1560],[5320],[3710],[1409],[1291],[3423],[3201],[1834],[730],[2186],[519],[1523],[1803],[480],[1941],[1610],[3268],[2013],[1500],[1572],[456,557,1665],[429,559,1009]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[4052022,13052022,14052022,28062019,9052019,9092016,28082016,22082016,21062021,21062021,18082025,26082025,28032020,28032020,20052023,24122022,15022025,23112014,13102020,10082025,11102023,6022023,27012023,24012023,29012023,19012023,16012023,11012023,4012023,2012023,26122022,19122022,18122022,12122022,26042018,4072014]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCQPt7Rr0fhB3yc4n3vNLyaA,UCQPt7Rr0fhB3yc4n3vNLyaA,UCsiVyeTkgE1L1bRrFhLC0bQ,UCUIyUj83hbQHfTzvPGCqEhg,UCDJ4XPCLkorY1ngm8-B9hHA,UCoRgPCIIMmDXyrKkitzmriA,UChv3DmLA2hH-d93bGgqjMLg,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCNUsndmoH9CCloc4Y7ACLKA,UCoRgPCIIMmDXyrKkitzmriA,UCoRgPCIIMmDXyrKkitzmriA]"
141,Denver,[],CO,United States,USA,North America,39.7392364,-104.984862,288.8,715522,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[yx2KheG5Oc4,mj-EcEg03_A,3tlpBsN3ZRM,2z2I_3nD6lM,dwiD0evh4Yc,eAVgHubPmBY,Y8L7FXWZbaE,NfXpwhYrI2Y,XzXJDCZIYt8,PxRRJqikFPQ,9IDpZ2TYlYs,RrWNyGGqzrA,Z8LBgHWVyL4,b_6FeVwWjTo]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0,1]]","[[25],[22],[0],[1175],[5],[5],[0],[0],[0],[20],[0],[155],[10],[20,2318]]","[[2363],[1810],[1971],[1279],[1871],[1467],[473],[2535],[1970],[3234],[960],[1511],[2785],[2317,3440]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[17122022,15012021,19022018,28052024,8032024,12032024,21032021,24052024,28032020,6032023,18032023,5012022,28052021,19112022]","[UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UC4V8DPS-RJ5gveoZZc9b7kw,UCzgT31gAT2UnEvKCppv9xPg,UCzgT31gAT2UnEvKCppv9xPg,UChv3DmLA2hH-d93bGgqjMLg,UCskApmIabNdfIPVzlYysdKA,UCQPt7Rr0fhB3yc4n3vNLyaA,UCsYwtnYBrMDituD9n8vyKJQ,UCDJ4XPCLkorY1ngm8-B9hHA,UChv3DmLA2hH-d93bGgqjMLg,UChv3DmLA2hH-d93bGgqjMLg,UC7vlbxrPUojPngACLxdz_dw]"
142,Bozeman,[],MT,United States,USA,North America,45.6794293,-111.044047,23360.935,43405,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[JGkzIqWO-YI,8TjL3mQsRq4,SDibyW9WJl4,xrkWL2bIHXw]","[[0],[0],[0],[0]]","[[6450],[54],[90],[45]]","[[8357],[1847],[615],[1367]]","[0,0,0,0]","[4042024,13122023,10112023,23012022]","[UCX_uGzVgYJuo_iuYSBqEr4g,UCX_uGzVgYJuo_iuYSBqEr4g,UCX_uGzVgYJuo_iuYSBqEr4g,UChv3DmLA2hH-d93bGgqjMLg]"
143,Washington,"[Washington DC,DC]",DC,United States,USA,North America,38.8950368,-77.0365427,660.626,689545,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[sY7ufpPpGhE,dIHYeTVklu4,D00S7Tp3ljE,2K_mb4efhTQ,tktbSxxXwc4,xRsUiPXFzX0,luHFgP5ep04,vOZ4TzhAmLs,s6YI-l5xJEI,gIT4DxPnnEA,QZbZM1Fun4s,0Cd5lyR_Vdc,wN0FzbHn9Xs,ZfwIKTt5rbU,cE8H_jWWqXQ,X8B8X5WKqTk,q__XI1TpYU4,nVLqajq-3Z4,My1Y8rIXpvY,w62gi-xvT8A,oxPk_kbOiFI,aaEEtp5-Xis,_QQmCafU1TY,a_U7-mjsdn0,FuW8N7FOARo,ypmWsLT2S8g,IAy7Nad-Rc4,rEBp3OYd4iE,aFHs9BGnDwQ,szaRJ9nrk_I,vX5ki4E9UHQ,X_chPH8P26E,wl8ybQgRysI,xb0XEvK8e74,KTPIU9864_c,tJngunlyuQQ,vaVT6IEvocs,ZCdhPDPBn68,cReDMDaWoYs,_L3_u0Gzv4g,mnA632aNj8A,b9hol7PLW28,UDFkRc25UXQ,N8rYagtQ6Zs,ZK3FYbFjqU0,XTeHcUKlN7w,NaHvn_LdYT4,L5uyhh3z90g,g0W7IgO6GQM,aR415amrsc8,Dnh4Qp9dSHo,KDznomSoIbQ,oQvtheYSAcg,Kt1LOlXjbGQ,rdGeEfzCGeI,njGD70fa0-s,OLl2QU-Hojk,xj-a6SUI5Pk,ivRJbExoQ3U,eM51RrEStjE]","[[1],[0],[0],[0,0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0,0,0],[0],[1],[0],[0],[1],[0,0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[0,1],[0,0,1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[26],[68],[65],[0,2280],[0],[18],[22],[22],[56],[0],[0],[0],[0],[0],[0],[0],[0],[1010],[1860,2600,3545],[3560],[0],[0],[0],[25],[0,1169],[0],[60],[0],[0],[20],[0],[10],[20],[15],[0],[0,551],[0,2070,2121],[15],[0],[30],[30],[30],[30],[30],[30],[30],[30],[30],[30],[30],[30],[30],[64],[54],[0],[20],[71],[0],[0],[32]]","[[2130],[4224],[6900],[2160,5202],[3705],[6445],[2833],[2370],[2627],[371],[509],[646],[1037],[1277],[545],[2540],[555],[1870],[2420,3480,4230],[4639],[2169],[1558],[1971],[2130],[1168,2263],[1894],[2623],[2539],[3097],[2970],[4239],[5341],[3492],[1545],[1175],[550,2487],[600,2120,2879],[1989],[1822],[2183],[2082],[2035],[2059],[2040],[2045],[2001],[2055],[2161],[2241],[2042],[2013],[2138],[2128],[8900],[1940],[1808],[2101],[1203],[3899],[3132]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[24012024,15072024,2082024,24052021,27052023,19072023,18032021,11032021,20102018,5092016,5092016,1092016,12082016,15072016,8072016,4072016,29062016,5032021,20022023,4112022,24062021,24062021,27112020,6022024,24092025,3022025,28032020,27032020,4082024,2042024,29032024,26032024,19012024,11042023,6042023,4042023,8102021,18042021,31032021,25042024,26032024,24022024,3022024,5012024,13122023,23112023,10112023,16092023,27082023,25082023,17082023,10082023,30072021,1072021,31122017,2092023,26082023,28042025,5052020,7082024]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCX_uGzVgYJuo_iuYSBqEr4g,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCOG_imhDwtvT4Bxy4J_vItg,UCmFy_VhtzhtKphN-_m56bnA,UC-ZnfVaa54FcjzRphhrPWZw,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCmAAWYOSR8C3u7ltRrqpe6Q,UCskApmIabNdfIPVzlYysdKA,UCo7SpKcFK4S3DANa9LMSR0A,UCo7SpKcFK4S3DANa9LMSR0A,UCQPt7Rr0fhB3yc4n3vNLyaA,UCQPt7Rr0fhB3yc4n3vNLyaA,UCDJ4XPCLkorY1ngm8-B9hHA,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCJGq94Rm93EDe1OZ1SF5ExA,UC7vlbxrPUojPngACLxdz_dw,UC7vlbxrPUojPngACLxdz_dw,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCXy1HN-j8b6B08GwSBq-mpQ]"
144,Pittsburgh,[],PA,United States,USA,North America,40.440154,-80.002957,181.485,304391,329484123,12.7,86.0,170.1,38.5,41.3,151.1,"[U3Zxe80ysd4,Vpe9fUORDUs,8vHVswDrXjI,DzSDiRR8tEI,XteZlArWaWw,HhIi3wJ388g,ISE4__Rl_Vk,3JNZaMdViyw,kNRauRuXRWA,hQfBMjZs60Y,NKffq4TrPfw,TthwGn9AopQ,LGsAqKenXww,6FALDuS7Mgo,ecCQ5atxIJg,u8Y_SjQDeyM,pb0ZnhmICZI,ijydFumB_ac,B56ZGtdHjiA,zKNErzrPTqo,U-ymvAhDoTw,goHzaQNB1uI,CawDW8dCUxc,zgNQpWpAU9Y,j-Uhfgrzzw0,_f8XURyvJt4,ikD2luKS2PQ,jbyPe0R__Mg,w1BLcCieb0A,eDvJtTriAmo,Yu7x80__ffE,ygZ1ewk5SAM,QbZuAg7tzio,91KI44t-CJ0,QrW_qjbG9hQ]","[[1],[0],[0],[0,0,0,0,0],[0],[0],[0],[0],[1],[1],[0],[0],[1,0],[1],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0]]","[[65],[50],[0],[769,981,1144,1239,1312],[165],[0],[13],[0],[65],[91],[0],[0],[0,126],[0],[0],[0],[0],[25],[0],[0],[0],[4],[0],[0],[0],[0],[0],[0],[0],[0],[30],[0],[0],[0],[44]]","[[3690],[2728],[1440],[959,1123,1215,1299,1354],[4023],[903],[2730],[1439],[3689],[2479],[1453],[951],[125,1201],[3236],[2100],[1250],[2193],[2320],[1068],[1361],[1591],[1112],[2201],[1164],[2143],[1634],[1114],[1530],[1726],[1501],[2792],[1883],[998],[354],[498]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0]","[17092023,2082023,20072016,19092021,7122024,31012025,4082023,28032020,27062024,27052025,9112024,14102024,29092024,26092024,18092024,17052022,28032022,29012022,15052021,19032021,7032021,5102020,2102020,30092020,26092020,22082020,21082020,19082020,15082020,13082020,18072020,8092019,6042018,4042018,4042018]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCJmOwYJ6tX901bRH9I4DKbQ,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ,UCskApmIabNdfIPVzlYysdKA,UCQPt7Rr0fhB3yc4n3vNLyaA,UCZNM_fFJ2lxwCYyMgFk7n9Q,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ,UCo9yDMRPdiVnJGjCwOOj5GQ]"
145,Gold Coast,[],QLD,Australia,AUS,Oceania,-28.0023731,153.4145987,26.669,640778,25687041,4.9,99.0,171.7,37.9,34.3,163.0,"[aLXit3vUmHs,E_xYNJda_-A,RjKrYax_U84,-loGDA4IFQk,Ktw0TyPvY9k,eIJuIAyNPxs,tj_I8kGz6ok,LQxqCAxKCOE,5KCcOKk8RSA,4GKEPook7jI,G9FaE8-qSkc,ZE9QSchewZg,szUJ8vGTpBg]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0,0],[1]]","[[30],[23],[0],[38],[105],[30],[0],[30],[0],[30],[30],[30,1125],[0]]","[[2237],[1669],[1216],[3034],[1990],[1381],[1590],[1485],[2655],[1426],[1372],[1120,1873],[591]]","[0,0,0,0,0,0,0,0,0,0,0,0,0]","[11062024,29102023,29082023,5092019,17072025,13112021,5032022,19112021,19042022,22112021,27032021,12112021,22072022]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCz7_LETbTBUhzQw3F0vLs6Q,UCy-6zqa18JXf91hOuDXScgA,UCy-6zqa18JXf91hOuDXScgA,UCOk3pFAic1VvPzW2xqG1aag,UC68w5a9PCjMTkuhsDHctv-g,UCOk3pFAic1VvPzW2xqG1aag,UC68w5a9PCjMTkuhsDHctv-g,UCOk3pFAic1VvPzW2xqG1aag,UCOk3pFAic1VvPzW2xqG1aag,UCOk3pFAic1VvPzW2xqG1aag,UCOk3pFAic1VvPzW2xqG1aag]"
