id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
2413,Corseaux,,Switzerland,CHE,Europe,46.4722747,6.8320071,0.0,2282.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[sZ6SfzGtmJw],[[0]],[[1456]],[[1649]],[0],[16082020],[30],[UC_NIn-5xAeAJhT-I84v-QLw]
2414,Vevey,,Switzerland,CHE,Europe,46.4602978,6.8418655,0.0,15812.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,"[sZ6SfzGtmJw,V8aUYl6C_Dw]","[[0],[0,0,0,0]]","[[1650],[1098,1235,1494,1636]]","[[1994],[1220,1452,1612,1900]]","[0,0]","[16082020,21072023]","[30,30]","[UC_NIn-5xAeAJhT-I84v-QLw,UCVHnLBpdIhmjXt3mMoVFZMg]"
2415,La Tour-de-Peilz,,Switzerland,CHE,Europe,46.4537524,6.8569063,0.0,10522.0,8654622,2.2,0.0,172.0,44.0,33.1,42.42,[sZ6SfzGtmJw],[[0]],[[1995]],[[2250]],[0],[16082020],[30],[UC_NIn-5xAeAJhT-I84v-QLw]
2416,Montreux,,Switzerland,CHE,Europe,46.4310831,6.9129921,0.0,25984.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,"[sZ6SfzGtmJw,V8aUYl6C_Dw,5xtDW2O7MbE]","[[0],[0,0],[0]]","[[2251],[1910,2038],[1604]]","[[2955],[2007,2270],[2199]]","[0,0,0]","[16082020,21072023,2082022]","[30,30,30]","[UC_NIn-5xAeAJhT-I84v-QLw,UCVHnLBpdIhmjXt3mMoVFZMg,UCPSTneH32zcsfrcFFVts9OQ]"
2417,Epesses,,Switzerland,CHE,Europe,46.4913262,6.7475919,0.0,332.0,8654622,2.2,0.0,172.0,44.0,33.1,0.0,[5xtDW2O7MbE],[[0]],[[518]],[[681]],[0],[02082022],[30],[UCPSTneH32zcsfrcFFVts9OQ]
2418,Nantes,,France,FRA,Europe,47.222366,-1.552505,0.0,318808.0,67391582,5.1,0.0,172.0,42.4,32.4,82.35,"[h0WD9cxNcoo,hKjX0sXo2zA,OjfRExug0BM,UFz6FQYFUDM]","[[0,0],[0],[0,0],[0]]","[[0,986],[45],[0,1023],[0]]","[[905,1251],[200],[948,1719],[2058]]","[0,0,0,0]","[25072021,9082021,9072023,25102023]","[30,30,30,30]","[UCgk6XhaelDlSGTOaKaFej0Q,UCgk6XhaelDlSGTOaKaFej0Q,UCo_T_rZrY0-bAGgLDVxLwow,UC9_KLpgr22GgJ5msgDlAhQg]"
2419,Le Mans,,France,FRA,Europe,48.0073849,0.1967849,0.0,144515.0,67391582,5.1,0.0,172.0,42.4,32.4,100.0,[XJwTzi3Ntg8],[[0]],[[34]],[[568]],[0],[26072021],[30],[UCgk6XhaelDlSGTOaKaFej0Q]
2420,Bagneux,,France,FRA,Europe,49.458056,3.279444,0.0,38900.0,67391582,5.1,0.0,172.0,42.4,32.4,0.0,[XJwTzi3Ntg8],"[[0,0]]","[[0,1468]]","[[1311,3875]]",[0],[26072021],[30],[UCgk6XhaelDlSGTOaKaFej0Q]
2421,Saint-Nazaire,,France,FRA,Europe,47.2733517,-2.2138905,0.0,67054.0,67391582,5.1,0.0,172.0,42.4,32.4,47.83,"[hKjX0sXo2zA,Ba8QhDEfebE,5zcVnMQpKTk]","[[0],[0],[0,0]]","[[241],[0],[15,718]]","[[558],[855],[600,892]]","[0,0,0]","[9082021,22092024,22072021]","[30,30,30]","[UCgk6XhaelDlSGTOaKaFej0Q,UC155U1r9KwOSXv5PqtFDBog,UCgk6XhaelDlSGTOaKaFej0Q]"
2422,La Baule-Escoublac,,France,FRA,Europe,47.2843726,-2.3951595,0.0,17775.0,67391582,5.1,0.0,172.0,42.4,32.4,20.69,"[hKjX0sXo2zA,nBlCnuBJYZ8]","[[0],[0,0]]","[[907],[0,3753]]","[[1029],[3522,4057]]","[0,0]","[9082021,18082021]","[30,30]","[UCgk6XhaelDlSGTOaKaFej0Q,UCgk6XhaelDlSGTOaKaFej0Q]"
2423,İzmir,,Türkiye,TUR,Asia,38.421318,27.137594,0.0,2500603.0,84339067,6.7,97.0,169.0,33.6,41.9,163.2,"[gCo19-oLVJ8,hxauFLFRZs4]","[[0],[0]]","[[4169],[0]]","[[4386],[1129]]","[0,0]","[21012023,20022023]","[30,30]","[UCdF_JRL4Gc0HQsdWBrW7wKw,UCdF_JRL4Gc0HQsdWBrW7wKw]"
2424,Ankara,,Türkiye,TUR,Asia,39.9207759,32.8540497,0.0,3517182.0,84339067,6.7,97.0,169.0,33.6,41.9,146.19,"[PBUmWT7ViWU,Kc7ksDkmdeA,APHdofnj8oE,Y2uN5rlOrx8]","[[0],[1],[0],[0]]","[[7841],[60],[0],[3197]]","[[8625],[1954],[2528],[3877]]","[0,0,0,0]","[30082020,8082023,28062021,26062024]","[30,30,30,30]","[UCLMQqAoaKBOIQP9Tqnm6njg,UC62XLEy4ZRTL2q8YzOJBDow,UCPe8SE83JoUma_gGV09Vylg,UCo9yDMRPdiVnJGjCwOOj5GQ]"
2425,Konya,,Türkiye,TUR,Asia,37.872734,32.4924376,0.0,1433861.0,84339067,6.7,97.0,169.0,33.6,41.9,112.07,[L8NgobfFGiA],[[0]],[[0]],[[3339]],[0],[04092021],[30],[UCo9yDMRPdiVnJGjCwOOj5GQ]
2426,Denizli,,Türkiye,TUR,Asia,37.796763,29.091776,0.0,1061371.0,84339067,6.7,97.0,169.0,33.6,41.9,254.84,[Hy0gRfqNG9M],[[0]],[[0]],[[1555]],[0],[07092021],[30],[UCo9yDMRPdiVnJGjCwOOj5GQ]
2427,Bursa,,Türkiye,TUR,Asia,40.182737,29.067548,0.0,3101833.0,84339067,6.7,97.0,169.0,33.6,41.9,127.32,[QQfm-fEu8bk],"[[0,0]]","[[0,1012]]","[[999,1136]]",[0],[19102024],[30],[UCuwYFSdY4JtakKUOy16rXSw]
2428,Balıkesir,,Türkiye,TUR,Asia,39.541117,28.010672,0.0,238151.0,84339067,6.7,97.0,169.0,33.6,41.9,0.0,"[QQfm-fEu8bk,L_vyaY7UJx0]","[[0],[0]]","[[5373],[0]]","[[5690],[1681]]","[0,0]","[19102024,17092021]","[30,30]","[UCuwYFSdY4JtakKUOy16rXSw,UCo9yDMRPdiVnJGjCwOOj5GQ]"
